,pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
1128,I2,Inorganic Chemicals,Kgs,Iraq,48.0,0.750745,Chemicals,7.0,36.035759999999996,2016.0
1129,M2,Oth Non Ferous Metal And Prodc,Kgs,Iraq,363607.0,0.8966379999999999,Metals,2.0,326023.8533,2016.0
1130,I4,Other Miscellaenious Chemicals,Kgs,Iraq,22178.0,0.112356,Chemicals,7.0,2491.831368,2016.0
1131,L2,Other Plastic Items,Na,Iraq,17131.0,1.099367,Plastic Products,8.0,18833.256080000003,2016.0
1132,S6,Petroleum Products,Ton,Iraq,315022.0,133.058604,Petroleum Products,13.0,41916387.55,2016.0
1133,O3,Pumps Of All Types,Na,Iraq,4508.0,6.636105000000001,Machinery and parts,10.0,29915.561339999997,2016.0
1134,I2,Inorganic Chemicals,Kgs,Iraq,3.0,0.0024289999999999997,Chemicals,7.0,0.007287,2016.0
1135,S6,Petroleum Products,Ton,Iraq,1.0,0.003054,Petroleum Products,13.0,0.003054,2016.0
1136,I5,Cosmetics And Toiletries,Na,Iran,2374.0,0.085563,Cosmetics,6.0,203.126562,2016.0
1137,H7,Dyes,Kgs,Hong Kong,2.0,0.166276,Dyes,7.0,0.332552,2016.0
1138,H3,Fertilizers Manufactured,Ton,Hong Kong,806.0,0.8451860000000001,Fertilizers,3.0,681.219916,2016.0
1139,K7,Packaging Materials,Ton,Hong Kong,3925.0,0.010223000000000001,Plastic Products,8.0,40.125275,2016.0
1140,S4,Cotton Raw Incld. Waste,Ton,Hong Kong,1.0,2.401817,Fabric Materials,14.0,2.401817,2016.0
1141,H2,Fertilizers Crude,Ton,Hong Kong,6969.0,0.000123,Fertilizers,3.0,0.857187,2016.0
1142,I4,Other Miscellaenious Chemicals,Kgs,Hong Kong,11146.0,0.085952,Chemicals,7.0,958.020992,2016.0
1143,P7,Cotton Yarn,Ton,Hong Kong,7772.0,0.466325,Fabric Materials,14.0,3624.2779,2016.0
1144,N2,Bicycle And Parts,Na,Germany,1171.0,18.180251000000002,Machinery and Parts,10.0,21289.07392,2016.0
1145,P7,Cotton Yarn,Ton,Germany,4734025.0,0.410238,Fabric Materials,14.0,1942076.948,2016.0
1146,H7,Dyes,Kgs,Germany,185.0,0.029495,Dyes,7.0,5.456575,2016.0
1147,I6,Plastic bags,Kgs,Germany,207.0,1.896423,Plastic Materials,8.0,392.559561,2016.0
1148,J1,Footwear Of Rubber/Canvas Etc.,Na,Germany,252845.0,5.999213,Rubber Products,5.0,1516871.011,2016.0
1149,L2,Other Plastic Items,Na,Germany,9.0,12.219750999999999,Plastic Products,8.0,109.977759,2016.0
1150,S3,Silk Carpet,Sqm,Germany,138.0,37.200029,Fabric Materials,14.0,5133.604002,2016.0
1151,R4,Silk Waste,Kgs,Germany,136100.0,28.514360999999997,Fabric Materials,14.0,3880804.5319999997,2016.0
1152,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Germany,168.0,589.8522370000001,Fabric Materials,14.0,99095.17582,2016.0
1153,S2,Carpet(Excl. Silk) Handmade,Sqm,France,2249.0,12.527838000000001,Handicrafts,12.0,28175.10766,2016.0
1154,L6,Copper And Prdcts Made Of Copr,Ton,France,296328.0,0.562476,Metals,2.0,166677.3881,2016.0
1155,S4,Cotton Raw Incld. Waste,Ton,France,95971.0,1.162161,Fabric Materials,14.0,111533.7533,2016.0
1156,P6,Manmade Staple Fibre,Kgs,France,959215.0,0.072773,Fabric Materials,14.0,69804.9532,2016.0
1157,I3,Organic Chemicals,Kgs,France,44897.0,0.089111,Chemicals,7.0,4000.8165670000003,2016.0
1158,K8,Plastic Raw Materials,Ton,France,216364.0,141.634149,Plastic Products,8.0,30644531.01,2016.0
1159,S3,Silk Carpet,Sqm,France,5.0,17.67387,Fabric Materials,14.0,88.36935,2016.0
1160,M1,Zinc And Products Made Of Zinc,Ton,France,91047.0,87.093396,Metals,2.0,7929592.426,2016.0
1161,O4,"Aircraft, Spacecraft And Parts",Na,China ,21931109.0,87.775256,Machinery and Parts,10.0,1925008707.0,2016.0
1162,N4,Air conditioner,Na,China ,650244.0,4.3765019999999994,Electronic Components,11.0,2845794.166,2016.0
1163,F8,Finished Leather,Kgs,China ,67389.0,264.582804,Leather Products,1.0,17829970.58,2016.0
1164,R8,Floor Cvrng Of Jute,Sqm,China ,3004876.0,2841.622857,Handicrafts,12.0,8538724324.0,2016.0
1165,G2,Footwear Of Leather,Na,China ,793516.0,428.968458,Leather Products,1.0,340393334.9,2016.0
1166,N5,Ic Engines And Parts,Na,China ,8906760.0,1.383748,Machinery and parts,10.0,12324711.34,2016.0
1167,I2,Inorganic Chemicals,Kgs,China ,1879.0,10.72345,Chemicals,7.0,20149.36255,2016.0
1168,F9,Leather Goods,Na,China ,670127.0,2.71035,Leather Products,1.0,1816278.7140000002,2016.0
1169,P6,Manmade Staple Fibre,Kgs,China ,30987555.0,386.412931,Fabric Materials,14.0,11973991952.0,2016.0
1170,M2,Oth Non Ferous Metal And Prodc,Kgs,China ,408196.0,0.000755,Metals,2.0,308.18798,2016.0
1171,I4,Other Miscellaenious Chemicals,Kgs,China ,5423291.0,10.876872,Chemicals,7.0,58988442.03,2016.0
1172,M1,Zinc And Products Made Of Zinc,Ton,China ,16151.0,115.623731,Metals,2.0,1867438.879,2016.0
1173,N1,"Aircraft, Spacecraft And Parts",Na,China ,1997.0,24.401445000000002,Machinery and Parts,10.0,48729.68566,2016.0
1174,N2,Bicycle And Parts,Na,China ,919844.0,4.633497,Machinery and Parts,10.0,4262094.414,2016.0
1175,S2,Carpet(Excl. Silk) Handmade,Sqm,China ,11170.0,0.666333,Handicrafts,12.0,7442.939609999999,2016.0
1176,G7,Silver,Kgs,China,2340131.0,2.055735,Metals,2.0,4810689.201,2016.0
1177,N2,Bicycle And Parts,Na,China,366.0,1.162937,Machinery and Parts,10.0,425.63494199999997,2016.0
1178,L7,Lead And Products Made Of Led,Ton,China,895917.0,377.541048,Metals,2.0,338245443.1,2016.0
1179,P6,Manmade Staple Fibre,Kgs,China,5431097.0,23.207516000000002,Fabric Materials,14.0,126042270.5,2016.0
1180,L8,"Nickel, Product Made Of Nickel",Ton,China,6.0,0.024808,Metals,2.0,0.148848,2016.0
1181,I9,Othr Rubber Prodct Excpt Footw,Na,China,564807512.0,582.67665,Rubber Products,5.0,329000000000.0,2016.0
1182,S6,Petroleum Products,Ton,China,4534.0,2.714177,Petroleum Products,13.0,12306.078520000001,2016.0
1183,K8,Plastic Raw Materials,Ton,China,222133121.0,171.730307,Plastic Products,8.0,38146989064.0,2016.0
1184,M2,Oth Non Ferous Metal And Prodc,Kgs,China,28054.0,0.5500189999999999,Metals,2.0,15430.233030000001,2016.0
1185,L5,"Aluminium, Products Of Aluminm",Ton,China,34397.0,0.710873,Metals,2.0,24451.89858,2016.0
1186,I8,Auto Tyres And Tubes,Nos,China,1.0,0.03996,Rubber Products,5.0,0.03996,2016.0
1187,G9,Gold And Oth Precs Metl Jwlery,Na,China,526793.0,10.036732,Metals,2.0,5287280.16,2016.0
1188,H2,Fertilizers Crude,Ton,China,4.0,0.052016999999999994,Fertilizers,3.0,0.20806799999999998,2016.0
1189,R8,Floor Cvrng Of Jute,Sqm,China,12908.0,0.066647,Handicrafts,12.0,860.2794759999999,2016.0
1190,K9,"Plastc Sht, Film, Plts Etc",Kgs,China,1163056.0,15.200204999999999,Plastic Products,8.0,17678689.63,2016.0
1191,M2,Oth Non Ferous Metal And Prodc,Kgs,China,327487801.0,3.9983150000000003,Metals,2.0,1309399387.0,2016.0
1192,K8,Plastic Raw Materials,Ton,China,1264120.0,60.494709,Plastic Products,8.0,76472571.54,2016.0
1193,I5,Cosmetics And Toiletries,Na,China,2571094.0,171.96509,Cosmetics,6.0,442138411.1,2016.0
1194,P8,"Cotton Fabrics, Madeups Etc.",Na,China,1036.0,16.271009,Fabric Materials,14.0,16856.76532,2016.0
1195,F8,Finished Leather,Kgs,China,2.0,2.41608,Leather Products,1.0,4.83216,2016.0
1196,G6,Gold,Kgs,China,65.0,5352.1016,Metals,2.0,347886.604,2016.0
1197,S6,Petroleum Products,Ton,China,20704.0,0.19888,Petroleum Products,13.0,4117.61152,2016.0
1198,L6,Copper And Prdcts Made Of Copr,Ton,China,476987249.0,402.012824,Metals,2.0,192000000000.0,2016.0
1199,K5,"Human Hair, Products Thereo",Kgs,China,33382.0,12.644781,Cosmetics,6.0,422108.0793,2016.0
1200,H9,Agro Chemicals,Kgs,Canada,9136.0,1.2636969999999998,Fertilizers,3.0,11545.13579,2016.0
1201,I8,Auto Tyres And Tubes,Nos,Canada,3514.0,0.386922,Rubber Products,5.0,1359.643908,2016.0
1202,F8,Finished Leather,Kgs,Canada,101.0,255.69798799999998,Leather Products,1.0,25825.49679,2016.0
1203,R8,Floor Cvrng Of Jute,Sqm,Canada,470388.0,0.200185,Handicrafts,12.0,94164.62178,2016.0
1204,E8,Iron Ore,Ton,Canada,0.0,0.010020000000000001,Metals,2.0,0.0,2016.0
1205,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Canada,4023.0,0.00010400000000000001,Fabric Materials,14.0,0.418392,2016.0
1206,Q7,Rmg Silk,Na,Canada,2429.0,0.229327,Fabric Materials,14.0,557.035283,2016.0
1207,G7,Silver,Kgs,Canada,1407.0,9.537069,Metals,2.0,13418.656079999999,2016.0
1208,M5,Accumulators And Batteries,Na,Brazil,4686.0,0.003181,Accumulators and Batteries,10.0,14.906166,2016.0
1209,L5,"Aluminium, Products Of Aluminm",Ton,Brazil,26420.0,9.308860000000001,Metals,2.0,245940.0812,2016.0
1210,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Brazil,907.0,0.012977,Fabric Materials,14.0,11.770139,2016.0
1211,K8,Plastic Raw Materials,Ton,Brazil,11155.0,0.027288999999999997,Plastic Products,8.0,304.408795,2016.0
1212,O3,Pumps Of All Types,Na,Brazil,3417.0,89.487925,Machinery and parts,10.0,305780.2397,2016.0
1213,M5,Accumulators And Batteries,Na,Bhutan,1218.0,0.008816,Accumulators and Batteries,10.0,10.737888,2016.0
1214,M3,Auto Components/Parts,Na,Bhutan,4118.0,0.000327,Machinery and Parts,10.0,1.346586,2016.0
1215,I8,Auto Tyres And Tubes,Nos,Bhutan,3672.0,22.159433,Rubber Products,5.0,81369.43798,2016.0
1216,G2,Footwear Of Leather,Na,Bhutan,2872.0,0.276442,Leather Products,1.0,793.941424,2016.0
1217,L3,Iron And Steel,Ton,Bhutan,26957.0,2.912268,Metals,2.0,78506.00847999999,2016.0
1218,O5,Motor Vehicle/Cars,Nos,Bhutan,6235.0,3.7555339999999995,Machinery and parts,10.0,23415.75449,2016.0
1219,I9,Othr Rubber Prodct Excpt Footw,Na,Bhutan,8286.0,0.169438,Rubber Products,5.0,1403.963268,2016.0
1220,K8,Plastic Raw Materials,Ton,Bhutan,1368.0,1.8579139999999998,Plastic Products,8.0,2541.6263519999998,2016.0
1221,P8,"Cotton Fabrics, Madeups Etc.",Na,Bangladesh,600.0,0.820916,Fabric Materials,14.0,492.5496,2016.0
1222,N3,"Cranes, Lifts And Winches",Na,Bangladesh,22908.0,0.021943999999999998,Machinery and parts,10.0,502.69315199999994,2016.0
1223,H8,"Drug Formulations, Biologicals",Kgs,Bangladesh,3383.0,0.068136,Chemicals,7.0,230.504088,2016.0
1224,F8,Finished Leather,Kgs,Bangladesh,3689.0,0.071363,Leather Products,1.0,263.258107,2016.0
1225,L7,Lead And Products Made Of Led,Ton,Bangladesh,2682.0,20.733043,Metals,2.0,55606.021329999996,2016.0
1226,M2,Oth Non Ferous Metal And Prodc,Kgs,Bangladesh,4600.0,0.0030440000000000003,Metals,2.0,14.0024,2016.0
1227,O4,"Aircraft, Spacecraft And Parts",Na,Australia,444.0,0.221342,Machinery and Parts,10.0,98.275848,2016.0
1228,N7,"Aluminium, Products Of Aluminm",Na,Australia,777.0,2.868601,Metals,2.0,2228.9029769999997,2016.0
1229,L6,Copper And Prdcts Made Of Copr,Ton,Australia,3921.0,0.126908,Metals,2.0,497.60626799999994,2016.0
1230,P8,"Cotton Fabrics, Madeups Etc.",Na,Australia,21389.0,5.784867,Fabric Materials,14.0,123732.5203,2016.0
1231,H7,Dyes,Kgs,Australia,4180861.0,282.588789,Dyes,7.0,1181464447.0,2016.0
1232,G6,Gold,Kgs,Australia,29.0,159.91393300000001,Metals,2.0,4637.504057,2016.0
1233,R6,Jute Yarn,Ton,Australia,5.0,0.25614000000000003,Fabric Materials,14.0,1.2807,2016.0
1234,M2,Oth Non Ferous Metal And Prodc,Kgs,Australia,726938.0,0.370739,Metals,2.0,269504.2672,2016.0
1235,Q7,Rmg Silk,Na,Australia,6103.0,0.161882,Fabric Materials,14.0,987.965846,2016.0
1236,M2,Oth Non Ferous Metal And Prodc,Kgs,Afghanistan,2325654.0,0.0006389999999999999,Metals,2.0,1486.092906,2016.0
1237,O3,Pumps Of All Types,Na,USA,998.0,0.098582,Machinery and parts,10.0,98.38483599999999,2017.0
1238,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,USA,155.0,26.630012,Fabric Materials,14.0,4127.65186,2017.0
1239,R8,Floor Cvrng Of Jute,Sqm,USA,13199.0,12.655558000000001,Handicrafts,12.0,167040.71,2017.0
1240,E5,Natural Rubber,Ton,USA,16.0,0.968786,Rubber Products,5.0,15.500576,2017.0
1241,K8,Plastic Raw Materials,Ton,USA,19851.0,0.03543,Plastic Products,8.0,703.32093,2017.0
1242,K5,"Human Hair, Products Thereo",Kgs,U S A,185478.0,658.335223,Cosmetics,6.0,122106700.5,2017.0
1243,L3,Iron And Steel,Ton,U S A,48856.0,1422.0259039999999,Metals,2.0,69474497.57,2017.0
1244,L7,Lead And Products Made Of Led,Ton,U S A,632228.0,5.035585,Metals,2.0,3183637.833,2017.0
1245,M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,5431097.0,23.207516000000002,Metals,2.0,126042270.5,2017.0
1246,S6,Petroleum Products,Ton,U S A,23074.0,0.085633,Petroleum Products,13.0,1975.8958420000001,2017.0
1247,K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,6.0,0.024808,Plastic Products,8.0,0.148848,2017.0
1248,I8,Auto Tyres And Tubes,Nos,U S A,2126913.0,40.879612,Rubber Products,5.0,86947378.2,2017.0
1249,N7,"Atm, Injctng Mlding Mchnry Etc",Na,U S A,34397.0,0.710873,Machinery and Parts,10.0,24451.89858,2017.0
1250,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,333090981.0,205.455023,Chemicals,7.0,68435215162.0,2017.0
1251,S4,Cotton Raw Incld. Waste,Ton,U S A,23423.0,0.13463,Fabric Materials,14.0,3153.43849,2017.0
1252,H6,Dye Intermediates,Kgs,U S A,936645.0,2.598068,Dyes,7.0,2433467.402,2017.0
1253,H3,Fertilizers Manufactured,Ton,U S A,594228.0,9.248885000000001,Fertilizers,3.0,5495946.436000001,2017.0
1254,R8,Floor Cvrng Of Jute,Sqm,U S A,435476.0,12.655558000000001,Handicrafts,12.0,5511191.776000001,2017.0
1255,R5,"Jute, Raw",Ton,U S A,1052.0,0.05549199999999999,Fabric Materials,14.0,58.377584,2017.0
1256,F9,Leather Goods,Na,U S A,42062.0,1.076543,Leather Products,1.0,45281.55167,2017.0
1257,P6,Manmade Staple Fibre,Kgs,U S A,905.0,0.03543,Fabric Materials,14.0,32.06415,2017.0
1258,Q3,"Manmade Yarn,Fabrics,Madeups",Na,U S A,5431097.0,23.207516000000002,Fabric Materials,14.0,126042270.5,2017.0
1259,L8,"Nickel, Product Made Of Nickel",Ton,U S A,6.0,0.024808,Metals,2.0,0.148848,2017.0
1260,L2,Other Plastic Items,Na,U S A,47.0,0.158822,Plastic Products,8.0,7.464633999999999,2017.0
1261,K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,3565220.0,2.878524,Plastic Products,8.0,10262571.34,2017.0
1262,K8,Plastic Raw Materials,Ton,U S A,6979049.0,37.078469,Plastic Products,8.0,258772452.0,2017.0
1263,M1,Zinc And Products Made Of Zinc,Ton,U S A,222133121.0,171.730307,Metals,2.0,38146989064.0,2017.0
1264,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,26972.0,0.737698,Chemicals,7.0,19897.190459999998,2017.0
1265,L6,Copper And Prdcts Made Of Copr,Ton,U S A,40.0,0.310383,Metals,2.0,12.41532,2017.0
1266,L3,Iron And Steel,Ton,U S A,690.0,0.536571,Metals,2.0,370.23399,2017.0
1267,L5,"Aluminium, Products Of Aluminm",Ton,U K,22103.0,0.3988,Metals,2.0,8814.6764,2017.0
1268,S6,Petroleum Products,Ton,U K,126819.0,0.613578,Petroleum Products,13.0,77813.34838,2017.0
1269,G2,Footwear Of Leather,Na,U Arab Emts,1297127994.0,1079.0808279999999,Leather Products,1.0,1400000000000.0,2017.0
1270,J1,Footwear Of Rubber/Canvas Etc.,Na,U Arab Emts,491459.0,7.221931,Rubber Products,5.0,3549282.9869999997,2017.0
1271,F9,Leather Goods,Na,U Arab Emts,6675.0,0.048014,Leather Products,1.0,320.49345,2017.0
1272,Q3,"Manmade Yarn,Fabrics,Madeups",Na,U Arab Emts,100000.0,0.054674,Fabric Materials,14.0,5467.4,2017.0
1273,O5,Motor Vehicle/Cars,Nos,U Arab Emts,45.0,0.001186,Machinery and parts,10.0,0.05337000000000001,2017.0
1274,L3,Iron And Steel,Ton,China,381457.0,625.009409,Metals,2.0,238414214.1,2017.0
1275,S6,Petroleum Products,Ton,China,912192.0,14.117438,Petroleum Products,13.0,12877814.0,2017.0
1276,H9,Agro Chemicals,Kgs,China,40.0,0.00033,Fertilizers,3.0,0.0132,2017.0
1277,L5,"Aluminium, Products Of Aluminm",Ton,China,309000.0,1.150794,Metals,2.0,355595.346,2017.0
1278,H8,"Drug Formulations, Biologicals",Kgs,U Arab Emts,2.0,0.021384,Chemicals,7.0,0.042768,2017.0
1279,M4,Electrodes,Kgs,U Arab Emts,366152.0,166.242753,Accumulators and Batteries,9.0,60870116.5,2017.0
1280,H2,Fertilizers Crude,Ton,U Arab Emts,101918.0,1.128749,Fertilizers,3.0,115039.8406,2017.0
1281,K7,Packaging Materials,Ton,China,727363.0,0.530149,Plastic Products,8.0,385610.7671,2017.0
1282,S3,Silk Carpet,Sqm,U Arab Emts,29413.0,0.47429399999999994,Fabric Materials,14.0,13950.409419999998,2017.0
1283,S6,Petroleum Products,Ton,U Arab Emts,2679.0,5.921037,Petroleum Products,13.0,15862.45812,2017.0
1284,L6,Copper And Prdcts Made Of Copr,Ton,China,130461.0,2.793596,Metals,2.0,364455.3278,2017.0
1285,I3,Organic Chemicals,Kgs,U Arab Emts,6543.0,158.410267,Chemicals,7.0,1036478.377,2017.0
1286,K7,Packaging Materials,Ton,U Arab Emts,26679.0,60.004875,Plastic Products,8.0,1600870.06,2017.0
1287,L4,Products Of Iron And Steel,Na,U Arab Emts,1505.0,515.777572,Metals,2.0,776245.2459,2017.0
1288,I8,Auto Tyres And Tubes,Nos,Thailand,79506.0,125.368398,Rubber Products,5.0,9967539.851,2017.0
1289,G1,Leather Garments,Kgs,Thailand,114.0,0.001811,Leather Products,1.0,0.206454,2017.0
1290,H8,"Drug Formulations, Biologicals",Kgs,Sri Lanka ,3991.0,20.358452,Chemicals,7.0,81250.58193,2017.0
1291,R8,Floor Cvrng Of Jute,Sqm,Sri Lanka ,975.0,0.010184,Handicrafts,12.0,9.9294,2017.0
1292,O5,Motor Vehicle/Cars,Nos,Sri Lanka ,44116.0,32.251773,Machinery and parts,10.0,1422819.218,2017.0
1293,I4,Other Miscellaenious Chemicals,Kgs,Sri Lanka ,7573.0,0.19003,Chemicals,7.0,1439.09719,2017.0
1294,K9,"Plastc Sht, Film, Plts Etc",Kgs,Sri Lanka ,3600.0,0.014129,Plastic Products,8.0,50.8644,2017.0
1295,M1,Zinc And Products Made Of Zinc,Ton,Sri Lanka ,95954.0,49.356403,Metals,2.0,4735944.2930000005,2017.0
1296,K9,"Plastc Sht, Film, Plts Etc",Kgs,Sri Lanka ,2007025.0,5.713769999999999,Plastic Products,8.0,11467679.23,2017.0
1297,H9,Agro Chemicals,Kgs,Sri Lanka ,13117.0,0.360433,Fertilizers,3.0,4727.799661,2018.0
1298,S2,Carpet(Excl. Silk) Handmade,Sqm,Sri Lanka ,110112.0,0.846318,Handicrafts,12.0,93189.76762,2018.0
1299,I6,Plastic tubes,Kgs,Sri Lanka ,7583.0,31.075114000000003,Plastic Materials,8.0,235642.5895,2018.0
1300,L3,Iron And Steel,Ton,Sri Lanka ,5.0,8.1e-05,Metals,2.0,0.000405,2018.0
1301,O5,Motor Vehicle/Cars,Nos,Sri Lanka ,349476.0,0.315471,Machinery and parts,10.0,110249.5432,2018.0
1302,R8,Floor Cvrng Of Jute,Sqm,South Africa,14975.0,0.302607,Handicrafts,12.0,4531.539825,2018.0
1303,E5,Natural Rubber,Ton,South Africa,2130.0,3.7464199999999996,Rubber Products,5.0,7979.8746,2018.0
1304,K9,"Plastc Sht, Film, Plts Etc",Kgs,South Africa,526.0,0.315371,Plastic Products,8.0,165.885146,2018.0
1305,S3,Silk Carpet,Sqm,Singapore,9.0,0.0014550000000000001,Fabric Materials,14.0,0.013094999999999999,2019.0
1306,I8,Auto Tyres And Tubes,Nos,Saudi Arab,108.0,0.348935,Rubber Products,5.0,37.684979999999996,2019.0
1307,N2,Bicycle And Parts,Na,Saudi Arab,1827.0,0.03744,Machinery and Parts,10.0,68.40288000000001,2019.0
1308,H6,Dye Intermediates,Kgs,Saudi Arab,18599.0,6.0402510000000005,Dyes,7.0,112342.6283,2019.0
1309,L4,Products Of Iron And Steel,Na,Saudi Arab,182885.0,0.52632,Metals,2.0,96256.0332,2019.0
1310,M1,Zinc And Products Made Of Zinc,Ton,Saudi Arab,524.0,0.23853400000000002,Metals,2.0,124.99181599999999,2019.0
1311,S2,Carpet(Excl. Silk) Handmade,Sqm,Saudi Arab,650091.0,2.183477,Handicrafts,12.0,1419458.746,2019.0
1312,H8,"Drug Formulations, Biologicals",Kgs,Saudi Arab,1793664.0,7.753152,Chemicals,7.0,13906549.63,2019.0
1313,H2,Fertilizers Crude,Ton,Saudi Arab,14.0,0.075833,Fertilizers,3.0,1.061662,2019.0
1314,F8,Finished Leather,Kgs,Saudi Arab,68.0,0.001996,Leather Products,1.0,0.135728,2019.0
1315,K7,Packaging Materials,Ton,Saudi Arab,36121.0,62.180701,Plastic Products,8.0,2246029.101,2020.0
1316,K8,Plastic Raw Materials,Ton,Saudi Arab,1264120.0,1.7764950000000002,Plastic Products,8.0,2245702.859,2020.0
1317,H9,Agro Chemicals,Kgs,Saudi Arab,26.0,0.013221,Fertilizers,3.0,0.343746,2020.0
1318,P7,Cotton Yarn,Ton,Saudi Arab,123292.0,0.061252999999999995,Fabric Materials,14.0,7552.004876000001,2020.0
1319,H6,Dye Intermediates,Kgs,Saudi Arab,5.0,0.002977,Dyes,7.0,0.014884999999999999,2020.0
1320,H4,Ayush And Herbal Products,Kgs,Saudi Arab,25.0,0.47698999999999997,Cosmetics,6.0,11.92475,2020.0
1321,H5,"Bulk Drugs, Drug Intermediates",Kgs,Saudi Arab,6875730.0,111.545303,Chemicals,7.0,766955386.2,2020.0
1322,P7,Cotton Yarn,Ton,Saudi Arab,13523.0,44.434723999999996,Fabric Materials,14.0,600890.7727,2020.0
1323,P8,"Cotton Fabrics, Madeups Etc.",Na,Russia,4208733.0,341.572812,Fabric Materials,14.0,1437588766.0,2020.0
1324,S1,Handcrfs(Excl.Handmade Crpts),Na,Russia,17536000.0,4.278695,Handicrafts,12.0,75031195.52,2020.0
1325,L2,Other Plastic Items,Na,Russia,414415.0,213.80316000000002,Plastic Products,8.0,88603236.55,2020.0
1326,K9,"Plastc Sht, Film, Plts Etc",Kgs,Russia,1314940.0,8.874869,Plastic Products,8.0,11669920.24,2020.0
1327,N7,"Atm, Injctng Mlding Mchnry Etc",Na,New Zealand,1.0,19.119019,Machinery and Parts,10.0,19.119019,2017.0
1328,P1,Consumer Electronics,Na,New Zealand,2947.0,0.214529,Electronic Components,11.0,632.216963,2017.0
1329,I5,Cosmetics And Toiletries,Na,New Zealand,676.0,65.835187,Cosmetics,6.0,44504.58641,2017.0
1330,I6,Plastic bags,Kgs,New Zealand,7823.0,0.807705,Plastic Materials,8.0,6318.6762149999995,2017.0
1331,F8,Finished Leather,Kgs,New Zealand,32681.0,3.8323730000000005,Leather Products,1.0,125245.78199999999,2017.0
1332,G2,Footwear Of Leather,Na,New Zealand,66.0,0.336437,Leather Products,1.0,22.204842000000003,2017.0
1333,Q9,Rmg Wool,Na,New Zealand,2266.0,0.015590999999999999,Fabric Materials,14.0,35.329206,2017.0
1334,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,New Zealand,134.0,0.736042,Fabric Materials,14.0,98.629628,2017.0
1335,N2,Bicycle And Parts,Na,Nepal,777.0,0.126642,Machinery and Parts,10.0,98.400834,2017.0
1336,H5,"Bulk Drugs, Drug Intermediates",Kgs,Nepal,8831231.0,0.059039,Chemicals,7.0,521387.047,2017.0
1337,L6,Copper And Prdcts Made Of Copr,Ton,Nepal,5585.0,0.017741,Metals,2.0,99.083485,2017.0
1338,I5,Cosmetics And Toiletries,Na,Nepal,895.0,0.054344,Cosmetics,6.0,48.637879999999996,2017.0
1339,N5,Ic Engines And Parts,Na,Nepal,270.0,0.075978,Machinery and parts,10.0,20.51406,2017.0
1340,L7,Lead And Products Made Of Led,Ton,Nepal,669.0,0.8239540000000001,Metals,2.0,551.225226,2017.0
1341,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Nepal,1258.0,0.24494000000000002,Fabric Materials,14.0,308.13452,2017.0
1342,O3,Pumps Of All Types,Na,Nepal,2318.0,1.9056669999999998,Machinery and parts,10.0,4417.336106000001,2017.0
1343,I8,Auto Tyres And Tubes,Nos,Myanmar,83.0,0.096827,Rubber Products,5.0,8.036641,2017.0
1344,O9,"Computer Hardware, Peripherals",Na,Myanmar,41834.0,0.095082,Machinery and Parts,10.0,3977.6603880000002,2017.0
1345,P8,"Cotton Fabrics, Madeups Etc.",Na,Myanmar,13587.0,0.000685,Fabric Materials,14.0,9.307095,2017.0
1346,H6,Dye Intermediates,Kgs,Myanmar,311717.0,0.152096,Dyes,7.0,47410.90883,2017.0
1347,N4,Refrigerator,Na,Myanmar,3557.0,0.031906,Electronic Components,11.0,113.48964199999999,2017.0
1348,G2,Footwear Of Leather,Na,Myanmar,8686.0,2.2e-05,Leather Products,1.0,0.191092,2017.0
1349,K5,"Human Hair, Products Thereo",Kgs,Myanmar,1154281.0,0.717404,Cosmetics,6.0,828085.8065,2017.0
1350,P6,Manmade Staple Fibre,Kgs,Malaysia,380743.0,151.949119,Fabric Materials,14.0,57853563.42,2017.0
1351,S6,Petroleum Products,Ton,Malaysia,2110972.0,30.191603999999998,Petroleum Products,13.0,63733630.68,2017.0
1352,K9,"Plastc Sht, Film, Plts Etc",Kgs,Malaysia,2853230.0,0.158472,Plastic Products,8.0,452157.0646,2017.0
1353,G7,Silver,Kgs,Malaysia,309.0,86.164105,Metals,2.0,26624.70845,2017.0
1354,S2,Carpet(Excl. Silk) Handmade,Sqm,Japan,25.0,45.334142,Handicrafts,12.0,1133.35355,2017.0
1355,H8,"Drug Formulations, Biologicals",Kgs,Japan,361444.0,0.381254,Chemicals,7.0,137801.9708,2017.0
1356,S1,Handcrfs(Excl.Handmade Crpts),Na,Japan,3260.0,1.277309,Handicrafts,12.0,4164.02734,2017.0
1357,R6,Jute Yarn,Ton,Japan,95.0,0.085739,Fabric Materials,14.0,8.145205,2017.0
1358,O5,Motor Vehicle/Cars,Nos,Japan,3886.0,1.346159,Machinery and parts,10.0,5231.173874,2017.0
